customer_id,first_name,last_name,email,phone,home_location_id,loyalty_tier,signup_date,marketing_opt_in,updated_at
576,Chloe,Green,chloe.green@example.net,713-555-7281,6,Bronze,2026-01-26,True,2026-05-19 01:15:46+00
577,Emily,Kumar,emily.kumar@example.org,737-555-9325,14,Bronze,2026-04-13,False,2026-05-30 12:25:09+00
578,Jose,Reddy,jose.reddy70@example.com,737-555-0803,13,Bronze,2023-07-21,False,2024-07-27 21:52:42+00
579,Austin,Davis,Austin.davis@Example.org,832-555-1752,20,Bronze,2026-06-23,True,2026-06-28 23:30:38+00
580,Sarah,Rivera,sarah.rivera38@example.com,512-555-6626,12,Bronze,2026-02-10,False,2026-02-10 13:24:49+00
581,Chloe,Gomez,chloe.gomez@example.org,214-555-4090,10,Bronze,2024-02-21,True,2024-02-21 08:15:09+00
582,Juan,Pham,juan.pham22@example.com,737-555-2560,15,Bronze,2024-04-11,False,2024-04-11 13:14:58+00
583,Diego,King,diego.king96@example.org,726-555-3766,18,Bronze,2025-12-26,True,2026-01-17 06:18:15+00
584,Carlos,Adams,carlos.adams@example.com,512-555-1970,14,Gold,2023-10-03,True,2023-11-06 14:09:06+00
585,Noah,Comeaux,noah.comeaux74@example.org,210-555-1509,19,Bronze,2025-12-02,True,2025-12-02 14:38:47+00
586,Brianna,Boudreaux,brianna.boudreaux19@example.com,210-555-8832,16,Bronze,2024-01-16,True,2024-07-30 09:16:10+00
587,Lucien,Hebert,lucien.hebert81@example.org,726-555-3533,17,Bronze,2023-11-09,False,2024-03-16 12:58:32+00
588,Chloe,Robinson,chloe.robinson29@example.com,281-555-2043,3,Bronze,2024-11-30,False,2024-11-30 14:43:47+00
589,Lucien,Gomez,lucien.gomez54@example.net,737-555-2024,14,Silver,2025-01-30,True,2026-04-02 06:08:04+00
590,Mia,Landry,mia.landry@example.com,469-555-3576,9,Bronze,2024-01-14,False,2024-04-08 20:46:30+00
591,Jessica,King,jessica.king@example.net,972-555-8350,11,Gold,2023-05-27,True,2025-08-24 01:27:59+00
592,Linh,Doucet,linh.doucet@example.com,512-555-0411,13,Gold,2024-03-10,True,2024-03-10 18:22:32+00
593,Ethan,LeBlanc,ethan.leblanc@example.com,713-555-2819,20,Bronze,2026-04-01,True,2026-04-05 11:45:20+00
594,Mateo,Robinson,mateo.robinson35@example.net,832-555-5743,20,Bronze,2026-05-18,False,2026-06-06 15:46:19+00
595,Camille,Rivera,camille.rivera88@example.net,281-555-0627,6,Bronze,2023-03-28,True,2024-06-25 06:26:36+00
596,Brianna,Brown,brianna.brown10@example.com,737-555-1716,15,Silver,2025-10-03,True,2025-10-03 20:07:24+00
597,Emily,Wright,emily.wright12@example.com,737-555-6368,15,Bronze,2026-04-20,True,2026-04-20 17:23:27+00
598,Arjun,LeBlanc,arjun.leblanc44@example.net,972-555-5599,7,Silver,2024-03-21,False,2024-03-21 18:56:55+00
599,Lucien,Diaz,lucien.diaz48@example.com,713-555-9136,3,Bronze,2025-04-17,True,2025-04-17 08:40:09+00
600,Brianna,Davis,brianna.davis39@example.com,832-555-4795,1,Bronze,2023-12-26,True,2026-01-18 20:08:24+00
601,Camille,Roberts,camille.roberts90@example.net,737-555-2649,15,Silver,2026-02-21,True,2026-03-15 04:12:11+00
602,Aaliyah,Walker,aaliyah.walker9@example.net,972-555-0445,10,Silver,2023-04-05,True,2025-11-04 15:56:00+00
603,Michael,Flores,michael.flores24@example.net,713-555-9901,20,Bronze,2026-05-24,True,2026-06-15 13:30:14+00
604,Destiny,Patel,destiny.patel@example.net,469-555-8932,9,Bronze,2024-11-26,False,2024-11-26 13:55:02+00
605,Brianna,LeBlanc,brianna.leblanc94@example.net,281-555-9903,20,Bronze,2026-06-20,True,2026-06-23 17:23:38+00
606,Celeste,Diaz,celeste.diaz21@example.net,972-555-6832,8,Bronze,2025-08-04,False,2025-08-04 09:47:44+00
607,Robert,Gomez,robert.gomez77@example.net,726-555-6833,16,Silver,2024-01-20,False,2025-07-01 01:00:48+00
608,Lucien,Miller,lucien.miller90@example.net,713-555-8151,2,Bronze,2026-04-17,True,2026-04-17 09:31:45+00
609,Kayla,O'Brien,kayla.obrien60@example.org,214-555-4795,11,Bronze,2024-01-15,True,2024-01-15 15:01:39+00
610,Camille,Roberts,camille.roberts47@example.com,210-555-7614,16,Silver,2023-06-09,True,2026-04-27 00:42:36+00
611,David,Adams,david.adams75@example.org,210-555-2065,19,Silver,2024-08-07,False,2024-08-07 08:11:30+00
612,Noah,Gomez,noah.gomez@example.org,726-555-4868,17,Silver,2023-06-10,True,2023-06-10 16:48:34+00
613,Santiago,McAllister,santiago.mcallister@example.net,281-555-8788,1,Bronze,2026-02-04,True,2026-02-04 11:32:01+00
614,Ashley,Flores,ashley.flores@example.com,972-555-3999,7,Silver,2026-03-20,False,2026-03-20 13:17:33+00
615,Pierre,Scott,pierre.scott96@example.org,713-555-9600,1,Bronze,2023-10-05,False,2025-02-01 03:16:28+00
616,Madison,Davis,madison.davis86@example.org,713-555-7692,3,Bronze,2025-10-06,True,2026-05-08 11:58:05+00
617,Jamal,Gomez,jamal.gomez@example.org,737-555-4426,13,Gold,2025-04-23,False,2025-04-23 14:29:35+00
618,Liam,Le,liam.le15@example.org,512-555-4721,14,Bronze,2026-06-20,False,2026-06-20 09:51:53+00
619,Chloe,Phillips,chloe.phillips@example.com,512-555-3521,15,Silver,2023-06-10,True,2023-06-10 08:01:39+00
620,Minh,Torres,minh.torres@example.org,210-555-5182,17,Bronze,2024-01-12,True,2025-09-21 10:41:01+00
621,Minh,Broussard,minh.broussard97@example.org,512-555-8458,15,Bronze,2024-10-02,False,2025-10-29 06:31:05+00
622,Celeste,Green,celeste.green35@example.net,210-555-9856,16,Bronze,2026-05-25,False,2026-06-13 13:08:59+00
623,Ashley,Fontenot,ashley.fontenot3@example.org,713-555-4895,1,Silver,2023-10-15,True,2023-10-15 10:46:00+00
624,Sarah,Thomas,sarah.thomas90@example.net,281-555-6542,5,Bronze,2026-04-16,False,2026-05-28 12:43:14+00
625,Destiny,Landry,destiny.landry@example.net,512-555-6040,12,Bronze,2023-11-06,True,2024-09-27 19:14:12+00
626,Joshua,Smith,joshua.smith22@example.org,726-555-9326,17,Bronze,2023-09-28,True,2026-03-04 11:51:08+00
627,Tuan,Flores,tuan.flores@example.org,832-555-9921,1,Bronze,2024-05-04,False,2025-10-06 06:26:14+00
628,Chloe,Tran,chloe.tran49@example.com,469-555-1923,10,Bronze,2023-06-26,False,2025-03-01 17:13:41+00
629,Wyatt,Johnson,  wyatt.johnson@example.com ,737-555-9173,14,Bronze,2024-03-19,True,2024-03-19 13:38:17+00
630,Jamal,Sanchez,jamal.sanchez59@example.com,713-555-3989,1,Gold,2024-01-28,True,2024-12-02 04:21:51+00
631,Ava,Turner,ava.turner@example.com,214-555-8419,8,Bronze,2026-05-11,True,2026-06-01 20:48:48+00
632,Joshua,Johnson,joshua.johnson@example.org,726-555-7161,18,Bronze,2025-04-30,True,2025-07-22 20:09:38+00
633,Brianna,Ramirez,brianna.ramirez@example.org,737-555-8322,13,Bronze,2023-12-30,False,2026-02-18 14:13:43+00
634,James,Patel,james.patel1@example.net,832-555-9348,5,Bronze,2026-01-01,True,2026-01-01 12:48:18+00
635,Michael,Tran,michael.tran66@example.net,210-555-9785,17,Bronze,2025-02-28,False,2025-02-28 08:25:42+00
636,Linda,Gonzalez,linda.gonzalez@example.com,972-555-2216,7,Silver,2024-12-30,True,2024-12-30 20:54:40+00
637,Madison,Brown,madison.brown74@example.com,726-555-6978,17,Bronze,2026-05-30,False,2026-05-30 15:29:27+00
638,Celeste,Carter,celeste.carter25@example.net,281-555-1677,6,Bronze,2026-06-02,True,2026-06-12 16:30:25+00
639,Jessica,Nguyen,jessica.nguyen74@example.net,737-555-1514,12,Bronze,2023-09-17,False,2023-09-17 19:25:58+00
640,Sofia,Tran,sofia.tran@example.com,972-555-8733,8,Silver,2023-10-31,True,2026-05-23 16:34:06+00
641,Andrew,Brown,andrew.brown92@example.com,832-555-1298,6,Gold,2025-08-16,True,2025-08-16 10:53:23+00
642,Celeste,Gonzalez,celeste.gonzalez3@example.com,726-555-4392,18,Silver,2024-01-08,True,2024-01-08 21:26:55+00
643,Jessica,Jones,jessica.jones32@example.org,281-555-0993,4,Bronze,2026-05-12,True,2026-06-12 09:35:30+00
644,Minh,O'Brien,minh.obrien17@example.org,832-555-3615,2,Bronze,2023-02-16,True,2023-12-16 18:38:49+00
645,Chloe,Young,chloe.young33@example.net,972-555-2982,7,Gold,2024-11-04,False,2025-06-28 08:48:29+00
646,Diego,Nguyen,diego.nguyen83@example.org,737-555-9220,14,Silver,2025-08-10,False,2026-05-16 05:00:56+00
647,Santiago,Jackson,santiago.jackson43@example.net,726-555-1746,16,Bronze,2026-02-24,True,2026-04-27 14:02:20+00
648,Arjun,Rodriguez,  arjun.rodriguez87@example.com ,713-555-0171,20,Bronze,2026-05-22,False,2026-05-22 11:45:43+00
649,Josette,McAllister,josette.mcallister@example.org,281-555-7254,6,Bronze,2026-06-23,True,2026-06-24 19:45:39+00
650,Robert,Comeaux,robert.comeaux@example.com,214-555-7312,8,Bronze,2023-11-23,True,2023-11-23 08:57:28+00
651,Mai,Comeaux,mai.comeaux80@example.org,832-555-8165,3,Silver,2024-02-17,True,2026-02-12 06:32:11+00
652,Chloe,Phillips,chloe.phillips35@example.net,512-555-1988,12,Silver,2023-03-18,True,2026-04-21 04:24:13+00
653,Jessica,Davis,jessica.davis57@example.com,281-555-3696,20,Bronze,2026-04-11,True,2026-05-07 18:01:03+00
654,Darnell,Landry,darnell.landry33@example.org,737-555-8807,14,Silver,2025-03-03,True,2025-05-26 03:27:23+00
655,Robert,Miller,robert.miller94@example.org,512-555-4036,12,Bronze,2025-04-03,True,2025-04-14 06:40:52+00
656,Ashley,Broussard,ashley.broussard@example.net,972-555-1363,8,Bronze,2026-02-17,True,2026-03-06 15:29:39+00
657,Kayla,Torres,kayla.torres@example.com,726-555-0981,19,Bronze,2023-05-20,True,2025-12-26 01:44:51+00
658,Valeria,LeBlanc,valeria.leblanc@example.net,214-555-5434,10,Silver,2024-12-31,True,2025-09-06 13:51:59+00
659,Margot,Harris,margot.harris99@example.net,713-555-6391,3,Bronze,2026-01-15,True,2026-01-15 16:21:04+00
660,Pierre,Flores,pierre.flores96@example.org,469-555-2707,7,Silver,2023-08-12,True,2023-08-12 11:02:32+00
661,Mateo,Brown,mateo.brown79@example.org,281-555-1594,2,Silver,2024-06-06,True,2026-01-26 03:16:18+00
662,David,Rodriguez,david.rodriguez55@example.net,832-555-1684,4,Silver,2025-09-27,True,2025-09-27 10:29:41+00
663,Remy,Walker,remy.walker21@example.com,713-555-2051,1,Bronze,2024-03-30,True,2024-03-30 13:49:38+00
664,Emily,Le,  emily.le96@example.org ,214-555-4120,9,Bronze,2026-01-21,False,2026-04-05 19:22:09+00
665,Remy,O'Brien,remy.obrien17@example.org,512-555-1387,13,Bronze,2026-06-25,True,2026-06-26 22:28:08+00
666,Austin,Carter,austin.carter@example.net,214-555-0946,7,Bronze,2026-02-17,False,2026-06-17 15:22:44+00
667,Linh,Rodriguez,linh.rodriguez@example.org,469-555-9739,8,Gold,2024-11-17,True,2025-02-16 00:11:18+00
668,Santiago,Robinson,santiago.robinson@example.net,210-555-0347,19,Gold,2024-12-14,True,2024-12-14 21:12:35+00
669,Andre,Miller,andre.miller62@example.com,737-555-7249,15,Bronze,2026-05-26,True,2026-05-26 18:41:45+00
670,Abigail,Davis,abigail.davis61@example.net,972-555-1730,11,Silver,2025-09-18,False,2026-06-06 20:07:29+00
671,Carmen,Wright,carmen.wright8@example.org,281-555-6235,6,Bronze,2023-11-21,True,2024-05-10 03:34:38+00
672,Olivia,Hebert,olivia.hebert@example.com,210-555-1156,18,Silver,2026-01-19,True,2026-01-19 20:53:32+00
673,Matthew,McAllister,matthew.mcallister26@example.net,832-555-7790,5,Bronze,2024-11-19,True,2026-04-17 09:40:58+00
674,Tyrone,Smith,tyrone.smith91@example.net,972-555-5875,7,Bronze,2024-10-14,False,2026-03-21 06:12:26+00
675,Andre,Robichaux,andre.robichaux@example.net,726-555-6954,18,Bronze,2023-12-26,True,2026-03-05 11:14:12+00
676,Isabella,Gomez,isabella.gomez@example.net,214-555-3648,11,Silver,2024-04-01,True,2024-04-01 20:27:51+00
677,Luis,McAllister,luis.mcallister@example.org,512-555-8388,15,Bronze,2024-12-15,True,2024-12-15 19:50:35+00
678,Chloe,Jackson,chloe.jackson8@example.com,737-555-7772,12,Bronze,2026-01-20,False,2026-01-20 14:26:40+00
679,Juan,Young,juan.young@example.net,512-555-9298,13,Bronze,2026-02-23,False,2026-02-23 20:04:26+00
680,Destiny,Rivera,destiny.rivera@example.com,281-555-6163,6,Bronze,2025-06-16,False,2025-12-31 00:34:07+00
681,Wyatt,Carter,wyatt.carter11@example.com,281-555-6595,5,Silver,2024-03-31,False,2025-11-08 23:47:52+00
682,Mateo,Green,mateo.green@example.org,972-555-2471,7,Bronze,2024-12-07,True,2024-12-07 16:25:50+00
683,Emily,King,emily.king92@example.net,281-555-1843,3,Bronze,2023-02-04,True,2023-02-04 11:44:53+00
684,Mia,Fontenot,mia.fontenot82@example.net,726-555-6068,18,Gold,2023-03-26,False,2025-11-13 11:40:57+00
685,Andre,Mitchell,andre.mitchell@example.net,713-555-7746,6,Silver,2025-07-18,True,2026-06-23 06:56:29+00
686,Celeste,Jackson,celeste.jackson@example.com,214-555-5095,11,Silver,2023-06-05,True,2023-06-05 20:22:53+00
687,Lucas,Jones,lucas.jones90@example.com,726-555-1251,16,Bronze,2026-01-30,True,2026-06-08 04:32:43+00
688,Isabella,Nelson,isabella.nelson42@example.org,210-555-5083,16,Bronze,2026-01-20,True,2026-06-08 23:51:44+00
689,Sarah,Johnson,sarah.johnson11@example.net,972-555-3819,9,Bronze,2026-02-01,True,2026-03-12 15:27:33+00
690,Ava,Thomas,ava.thomas64@example.net,214-555-1314,10,Silver,2026-06-23,True,2026-06-28 18:49:19+00
691,David,Ramirez,david.ramirez31@example.net,713-555-8666,20,Bronze,2026-06-04,True,2026-06-04 10:52:24+00
692,Michael,Carter,Michael.carter@Example.net,737-555-4177,13,Bronze,2025-11-09,True,2025-11-09 09:06:00+00
693,Margot,Robinson,margot.robinson46@example.org,726-555-9184,16,Silver,2023-09-17,True,2023-10-17 23:23:20+00
694,Abigail,Hill,abigail.hill62@example.org,726-555-0045,18,Bronze,2024-04-13,False,2025-08-15 07:13:20+00
695,Pierre,Harris,pierre.harris86@example.org,210-555-7254,16,Silver,2026-02-01,False,2026-05-28 21:03:21+00
696,Maria,Tran,maria.tran@example.org,832-555-1588,4,Bronze,2025-05-09,False,2026-01-22 14:14:30+00
697,Grace,Adams,grace.adams25@example.org,737-555-3554,12,Silver,2023-02-17,True,2023-03-24 23:07:25+00
698,Rohan,Rivera,rohan.rivera@example.net,281-555-5768,2,Bronze,2026-02-13,False,2026-03-02 03:31:50+00
699,Andrew,Comeaux,andrew.comeaux75@example.com,512-555-9345,13,Bronze,2023-01-26,False,2023-01-26 13:49:57+00
700,Matthew,Rivera,matthew.rivera24@example.net,726-555-2962,19,Bronze,2023-12-13,True,2023-12-13 14:20:27+00
701,Harper,Wilson,harper.wilson@example.com,214-555-5550,10,Silver,2024-10-15,True,2026-06-04 19:31:11+00
702,Remy,Adams,remy.adams58@example.org,972-555-8359,9,Bronze,2023-06-09,True,2023-06-09 11:57:47+00
703,Ana,Arceneaux,ana.arceneaux@example.net,713-555-4321,1,Gold,2024-06-21,True,2024-06-21 08:10:56+00
704,Matthew,Brown,matthew.brown94@example.org,726-555-6608,19,Bronze,2025-12-28,False,2026-01-04 08:06:29+00
705,Ashley,Scott,ashley.scott31@example.org,713-555-9170,2,Bronze,2026-02-13,True,2026-02-13 09:07:14+00
706,Ava,Turner,ava.turner62@example.com,281-555-4601,1,Bronze,2023-02-03,True,2026-01-06 18:40:56+00
707,Madison,Kumar,madison.kumar@example.net,281-555-6484,5,Bronze,2024-10-10,True,2024-10-10 12:33:20+00
708,Josette,Diaz,josette.diaz15@example.com,713-555-7964,2,Bronze,2024-10-16,False,2025-04-27 08:35:08+00
709,Olivia,Baker,olivia.baker45@example.com,214-555-2289,9,Bronze,2023-03-16,False,2026-03-14 15:49:05+00
710,Priya,Robinson,priya.robinson81@example.com,469-555-0186,10,Gold,2024-12-13,True,2024-12-13 10:18:10+00
711,Celeste,Flores,celeste.flores67@example.net,832-555-5505,6,Bronze,2024-07-25,False,2024-07-25 13:41:40+00
712,Diego,Diaz,diego.diaz@example.com,281-555-1592,1,Bronze,2026-06-10,True,2026-06-19 11:43:58+00
713,Caleb,McAllister,caleb.mcallister88@example.net,832-555-4416,3,Bronze,2023-11-23,True,2023-11-23 18:02:46+00
714,Joshua,Turner,joshua.turner64@example.com,214-555-4519,8,Bronze,2026-04-23,True,2026-04-23 17:03:51+00
715,Robert,Jackson,robert.jackson@example.org,281-555-8242,2,Bronze,2026-04-02,False,2026-04-02 21:54:28+00
716,Minh,Williams,minh.williams@example.org,512-555-8467,14,Bronze,2026-04-13,False,2026-04-13 17:28:52+00
717,Joshua,Sanchez,joshua.sanchez61@example.com,832-555-0471,4,Bronze,2023-06-27,False,2023-10-13 16:21:31+00
718,Austin,Morales,austin.morales25@example.org,281-555-5259,6,Bronze,2023-08-26,False,2025-12-16 05:56:37+00
719,Ava,Doucet,ava.doucet@example.org,972-555-0983,8,Gold,2024-10-04,True,2026-03-22 13:23:53+00
720,Jessica,Adams,jessica.adams13@example.com,214-555-9018,8,Silver,2025-06-27,True,2025-06-27 21:46:09+00
721,Joshua,Green,joshua.green73@example.com,713-555-5493,1,Gold,2023-08-10,True,2023-08-10 18:45:44+00
722,Abigail,Flores,abigail.flores2@example.org,832-555-9482,3,Bronze,2023-08-29,True,2023-08-29 18:22:27+00
723,Sarah,Wilson,sarah.wilson@example.net,210-555-7537,17,Silver,2025-06-04,True,2025-08-11 09:39:35+00
724,Mateo,Flores,mateo.flores@example.org,281-555-7009,1,Bronze,2025-02-02,True,2025-02-02 14:33:46+00
725,Emily,Sanchez,emily.sanchez10@example.com,469-555-0711,10,Bronze,2026-04-21,True,2026-04-21 17:51:08+00
726,Wyatt,Carter,wyatt.carter@example.com,214-555-5609,10,Silver,2025-05-08,True,2025-05-08 21:15:28+00
727,Josette,Smith,josette.smith40@example.org,469-555-1845,7,Bronze,2025-11-10,True,2025-11-10 16:10:07+00
728,Lucien,Scott,lucien.scott@example.net,972-555-4611,9,Bronze,2023-07-27,False,2023-12-23 11:53:07+00
729,Carlos,Kumar,carlos.kumar@example.com,737-555-5482,15,Silver,2023-10-26,True,2025-09-20 02:59:00+00
730,Aaliyah,Davis,aaliyah.davis7@example.org,210-555-1088,17,Silver,2023-09-18,False,2024-04-12 05:35:42+00
731,Arjun,Thomas,arjun.thomas@example.com,713-555-5071,6,Bronze,2023-03-02,True,2024-04-28 14:13:26+00
732,Remy,Le,remy.le8@example.com,469-555-7182,7,Bronze,2025-05-03,False,2026-06-12 19:06:16+00
733,Camille,Smith,camille.smith75@example.com,832-555-2843,5,Bronze,2024-12-26,True,2024-12-26 21:42:59+00
734,Linh,Perez,linh.perez85@example.org,972-555-5658,10,Gold,2023-04-05,True,2025-11-16 10:41:14+00
735,Remy,Reyes,remy.reyes@example.com,737-555-9531,14,Bronze,2026-06-13,True,2026-06-15 16:08:33+00
736,Lucia,Perez,lucia.perez15@example.com,281-555-1268,5,Bronze,2023-07-29,True,2024-07-16 10:57:39+00
737,Robert,Le,robert.le54@example.org,469-555-0288,7,Bronze,2026-02-27,False,2026-02-27 08:18:48+00
738,Daniel,Patel,daniel.patel18@example.com,726-555-7026,19,Gold,2024-05-14,True,2024-05-14 10:06:52+00
739,Wyatt,Hernandez,wyatt.hernandez7@example.org,713-555-6072,1,Silver,2023-11-13,True,2025-10-08 09:47:47+00
740,Darnell,Garcia,darnell.garcia84@example.com,469-555-5433,9,Bronze,2026-03-09,False,2026-03-09 16:26:45+00
741,Madison,Kumar,madison.kumar70@example.com,737-555-9841,14,Bronze,2026-04-25,True,2026-04-25 13:37:11+00
742,Andre,Fontenot,andre.fontenot4@example.net,281-555-4024,3,Bronze,2024-09-07,True,2024-09-07 11:45:12+00
743,Maria,Torres,maria.torres@example.net,281-555-1409,1,Bronze,2026-05-05,True,2026-05-05 11:33:29+00
744,Luis,Ramirez,luis.ramirez28@example.com,713-555-1173,3,Bronze,2024-02-29,True,2024-02-29 16:26:47+00
745,Ximena,Williams,ximena.williams@example.net,726-555-0238,19,Bronze,2025-06-24,True,2025-06-24 21:41:22+00
746,Arjun,Baker,arjun.baker@example.net,281-555-8322,1,Bronze,2025-12-08,True,2025-12-09 05:15:26+00
747,Robert,Green,robert.green15@example.com,281-555-7659,4,Gold,2023-01-07,True,2023-01-07 10:26:39+00
748,Darnell,Nguyen,darnell.nguyen38@example.com,832-555-8115,1,Gold,2024-05-23,False,2024-09-17 10:25:43+00
749,Ava,Morales,ava.morales@example.org,281-555-8924,3,Silver,2023-05-11,True,2024-06-10 14:55:35+00
750,Lucien,Perez,lucien.perez@example.com,737-555-7667,12,Bronze,2026-04-21,True,2026-04-21 18:15:52+00
751,Wyatt,Gomez,wyatt.gomez83@example.org,832-555-8917,5,Bronze,2024-11-07,False,2024-11-07 08:06:54+00
752,Grace,Roberts,grace.roberts@example.org,512-555-5007,12,Bronze,2024-03-27,False,2024-03-27 17:51:41+00
753,Ana,Miller,ana.miller79@example.com,737-555-2624,12,Bronze,2023-12-05,False,2023-12-05 16:07:23+00
754,Ethan,Scott,ethan.scott82@example.org,726-555-1103,17,Bronze,2023-12-09,True,2023-12-09 17:14:19+00
755,Matthew,Gomez,matthew.gomez@example.net,832-555-0348,1,Silver,2023-11-25,False,2024-05-07 13:27:42+00
756,Austin,Torres,austin.torres@example.org,726-555-8420,17,Silver,2023-12-23,True,2023-12-23 16:16:29+00
757,Kayla,Hill,kayla.hill20@example.net,512-555-1502,12,Gold,2024-02-14,False,2024-04-28 19:57:57+00
758,Arjun,Phillips,arjun.phillips@example.net,832-555-9016,4,Bronze,2025-01-23,True,2025-12-28 22:15:45+00
759,Michael,McAllister,michael.mcallister@example.org,512-555-9615,15,Bronze,2023-04-16,True,2024-02-21 22:11:09+00
760,Hannah,Torres,hannah.torres94@example.com,210-555-4417,17,Bronze,2026-02-24,False,2026-02-24 13:19:27+00
761,Lucien,Pham,lucien.pham88@example.com,832-555-2706,5,Bronze,2024-07-20,False,2024-07-20 08:55:42+00
762,Matthew,Rivera,matthew.rivera19@example.net,210-555-1729,19,Bronze,2026-04-27,False,2026-04-27 08:21:12+00
763,Mia,Lopez,mia.lopez33@example.org,469-555-2897,9,Silver,2023-10-11,False,2024-11-14 06:20:24+00
764,Lucas,Thibodeaux,lucas.thibodeaux80@example.org,512-555-3626,12,Bronze,2026-06-24,False,2026-06-24 16:55:25+00
765,Jessica,Jones,jessica.jones72@example.org,713-555-1809,20,Silver,2026-06-08,True,2026-06-08 13:43:33+00
766,Austin,Rodriguez,austin.rodriguez84@example.com,972-555-0251,7,Gold,2024-02-26,True,2024-02-26 18:26:52+00
767,Valeria,Pham,valeria.pham73@example.net,210-555-6841,16,Bronze,2025-03-17,True,2025-05-27 18:01:56+00
768,Jennifer,Thomas,jennifer.thomas39@example.net,214-555-7373,7,Bronze,2023-06-10,True,2023-06-10 11:34:04+00
769,Diego,Torres,diego.torres6@example.com,210-555-0552,16,Bronze,2026-02-21,False,2026-02-21 16:11:24+00
770,Ava,Nguyen,ava.nguyen20@example.net,512-555-8603,12,Silver,2024-08-28,False,2026-04-11 03:14:05+00
771,Darnell,Young,darnell.young74@example.org,713-555-0987,4,Bronze,2024-03-06,True,2026-02-10 14:31:50+00
772,Kayla,Carter,kayla.carter23@example.org,972-555-6100,8,Silver,2025-03-10,False,2025-05-11 03:36:30+00
773,Linh,Tran,linh.tran46@example.org,469-555-0404,7,Gold,2024-07-08,False,2025-09-06 17:05:33+00
774,Brianna,Sanchez,brianna.sanchez66@example.net,832-555-5764,2,Bronze,2024-01-24,False,2025-10-04 10:01:43+00
775,Rohan,Walker,rohan.walker48@example.net,832-555-5213,1,Bronze,2023-06-25,True,2023-06-25 17:34:29+00
776,Wyatt,Hernandez,wyatt.hernandez@example.org,214-555-9888,7,Silver,2023-06-29,True,2023-06-29 18:49:25+00
777,Liam,Martinez,liam.martinez48@example.com,281-555-2415,1,Silver,2025-04-08,True,2025-04-08 14:02:47+00
778,Marcus,Morales,marcus.morales76@example.org,281-555-3014,4,Bronze,2023-09-06,False,2025-01-14 11:31:01+00
779,Lucia,Diaz,lucia.diaz19@example.net,512-555-8930,14,Bronze,2024-07-04,False,2025-08-08 22:43:24+00
780,Ximena,Martinez,ximena.martinez85@example.org,512-555-0608,14,Bronze,2026-03-16,False,2026-03-16 17:19:43+00
781,Juan,Brown,juan.brown@example.net,737-555-2640,15,Bronze,2025-09-11,True,2025-09-11 15:32:29+00
782,Celeste,Turner,celeste.turner60@example.net,214-555-1023,7,Bronze,2023-10-21,True,2023-10-21 08:06:58+00
783,Andre,Jackson,andre.jackson26@example.net,210-555-9609,18,Bronze,2023-05-01,False,2023-05-01 17:15:08+00
784,Mai,Walker,mai.walker80@example.net,737-555-8428,12,Bronze,2025-04-29,True,2025-04-29 08:01:57+00
785,Arjun,Jones,arjun.jones1@example.com,832-555-5433,3,Gold,2025-01-23,False,2025-01-23 17:51:31+00
786,Wyatt,Wright,wyatt.wright97@example.com,713-555-9673,3,Bronze,2026-01-24,False,2026-01-24 15:20:21+00
787,Pierre,Boudreaux,pierre.boudreaux@example.org,737-555-5283,14,Bronze,2026-05-26,False,2026-06-14 19:35:47+00
788,Jamal,Lewis,jamal.lewis12@example.net,713-555-7601,4,Bronze,2026-05-30,False,2026-06-14 08:13:09+00
789,Harper,Arceneaux,harper.arceneaux@example.org,214-555-2091,10,Bronze,2025-02-06,True,2025-02-06 12:12:18+00
790,Sarah,Ramirez,sarah.ramirez@example.net,281-555-8371,20,Bronze,2026-06-17,True,2026-06-18 12:36:33+00
791,Priya,Torres,priya.torres@example.net,832-555-0739,1,Bronze,2023-11-25,True,2025-03-23 09:33:11+00
792,Ethan,Martinez,ethan.martinez20@example.net,832-555-9188,1,Silver,2024-05-28,False,2024-06-05 05:18:33+00
793,Austin,Scott,austin.scott82@example.com,281-555-2654,20,Bronze,2026-06-01,False,2026-06-01 09:15:40+00
794,Josette,Broussard,josette.broussard54@example.net,737-555-2489,12,Silver,2023-02-04,True,2024-05-09 23:39:38+00
795,Tuan,King,tuan.king@example.com,281-555-8457,3,Bronze,2023-05-20,True,2023-05-20 17:50:22+00
796,Brianna,Scott,brianna.scott@example.org,726-555-1352,18,Bronze,2026-03-25,True,2026-03-25 08:48:25+00
797,Emily,Hernandez,emily.hernandez@example.org,210-555-1208,18,Bronze,2024-05-14,True,2024-05-14 21:35:27+00
798,Josette,Diaz,josette.diaz27@example.net,972-555-6806,11,Bronze,2026-02-03,False,2026-06-27 07:42:27+00
799,Kayla,Garcia,kayla.garcia@example.net,512-555-8562,12,Bronze,2026-06-06,True,2026-06-06 15:21:01+00
800,Kayla,Smith,kayla.smith49@example.org,281-555-9363,6,Silver,2024-01-23,True,2024-01-23 21:46:41+00
801,Isabella,McAllister,isabella.mcallister23@example.org,713-555-1747,1,Bronze,2026-01-02,True,2026-02-22 06:31:27+00
802,Grace,Kumar,grace.kumar70@example.org,512-555-2651,12,Bronze,2024-02-26,False,2024-02-26 16:51:14+00
803,Carmen,Guidry,carmen.guidry70@example.org,281-555-4254,6,Bronze,2025-12-31,True,2026-01-13 14:39:26+00
